chr	start	end	ID	ADJ.P-value	PER	AMP	ZT1	ZT4	ZT7	ZT10	ZT13	ZT16	ZT19	ZT22	max	min	fold change	ADJ.phase
chr19	18642294	18642794	intergenic_si_10911	0.011607466	24	0.403050865	2	3.13	1.8	1.6	3.59	2.37	5.52	4.26	5.52	1.6	3.45	20.5
chr19	24340610	24341110	intragenic_bi_5927	0.000244031	24	9.164103884	20.52	11.35	5.79	7.56	15.08	11.3	24.09	22.79	24.09	5.79	4.160621762	20.5
chr19	33036791	33037291	intergenic_si_11072	0.011607466	24	3.090056634	9.51	10.96	6.79	6.83	7	14.19	18.57	8.69	18.57	6.79	2.734904271	20.5
chr19	34606767	34607267	intergenic_bi_5501	0.011607466	24	3.097127702	7.51	3.13	0.8	3.34	7.36	2.37	11.04	10	11.04	0.8	13.8	20.5
chr19	42146376	42146876	intragenic_bi_6063	0.002024057	24	2.602152955	9.01	9.39	2.79	4.36	5.39	9.2	12.55	9.34	12.55	2.79	4.498207885	20.5
chr19	44058421	44058921	intragenic_si_5090	0.000244031	24	2.2627417	4.51	2.35	0.8	1.31	2.15	4.99	8.28	3.77	8.28	0.8	10.35	20.5
chr19	44462422	44462922	intergenic_si_11311	0.000244031	24	30.06618034	99.61	46.96	57.89	60.6	61.4	100.12	110.67	146.73	146.73	46.96	3.124574106	20.5
chr19	55326102	55326602	intergenic_si_11381	0.011607466	24	12.13395237	34.54	25.44	20.36	45.05	28.01	42.05	45.17	71.97	71.97	20.36	3.534872299	20.5
chr2	5988325	5988825	intergenic_si_11478	7.09E-05	24	0.311126984	2.5	0	0	0	0.18	0.26	5.27	5.08	5.27	0.01	527	20.5
chr2	5996224	5996724	intergenic_si_11479	0.011607466	24	0.233345238	0.5	1.17	0.2	0.15	1.62	0.53	5.27	1.97	5.27	0.15	35.13333333	20.5
chr2	25354266	25354766	intragenic_bi_6305	5.97E-07	24	4.157787873	5.01	3.52	1.8	1.89	6.28	6.31	15.81	15.74	15.81	1.8	8.783333333	20.5
chr2	25988792	25989292	intergenic_si_11621	0.011607466	24	5.20430591	28.53	33.65	16.57	24.12	22.44	31.27	36.89	31.48	36.89	16.57	2.226312613	20.5
chr2	27537614	27538114	intragenic_si_5307	0.011607466	24	2.050609665	17.52	23.87	16.77	21.8	32.14	24.7	33.88	30.33	33.88	16.77	2.020274299	20.5
chr2	30062812	30063312	intergenic_bi_5827	0.002024057	24	27.59837767	91.1	41.48	35.53	39.24	93.36	73.58	110.92	92.79	110.92	35.53	3.121868843	20.5
chr2	30551149	30551649	intergenic_bi_5843	0.000244031	24	3.698168466	10.01	7.04	3.99	6.25	5.57	13.93	14.55	10.66	14.55	3.99	3.646616541	20.5
chr2	30573732	30574232	intergenic_si_11747	1.77E-05	24	0.438406204	3.5	3.13	2.99	2.91	3.23	4.47	6.52	3.61	6.52	2.91	2.240549828	20.5
chr2	34918717	34919217	intergenic_bi_5906	0.011607466	24	5.176021638	47.55	46.96	14.17	40.25	25.85	47.57	58.97	46.56	58.97	14.17	4.161609033	20.5
chr2	34918903	34919403	intergenic_bi_5907	0.002024057	24	6.986214998	44.55	47.74	15.97	39.96	27.65	47.57	57.97	49.84	57.97	15.97	3.629931121	20.5
chr2	34959055	34959555	intergenic_bi_5911	0.011607466	24	6.215468607	58.57	68.09	26.55	47.81	59.25	62.28	88.83	68.04	88.83	26.55	3.345762712	20.5
chr2	69179034	69179534	intragenic_bi_6542	0.000244031	24	3.288046533	9.01	7.44	3.79	6.1	9.34	12.09	10.54	12.13	12.13	3.79	3.200527704	20.5
chr2	91039300	91039800	intergenic_si_12199	0.000244031	24	1.760695885	10.51	9.78	7.79	9.01	14.54	10.77	16.56	12.3	16.56	7.79	2.125802311	20.5
chr2	103318347	103318847	intragenic_si_5590	0.002024057	24	2.022325394	3	5.09	2.79	4.65	5.21	8.41	11.04	11.64	11.64	2.79	4.172043011	20.5
chr2	103332570	103333070	intergenic_si_12246	1.77E-05	24	3.500178567	8.51	4.3	2.2	4.07	7.54	5.78	12.05	11.31	12.05	2.2	5.477272727	20.5
chr2	103648668	103649168	intergenic_si_12254	0.011607466	24	1.654629868	0.5	2.35	0.2	0.73	0.54	2.89	6.78	4.26	6.78	0.2	33.9	20.5
chr2	103848162	103848662	intragenic_si_5599	1.77E-05	24	1.895046174	3.5	1.96	1.4	1.74	3.23	3.15	7.03	6.89	7.03	1.4	5.021428571	20.5
chr2	103848880	103849380	intragenic_si_5600	5.97E-07	24	0.890954544	3	2.35	1.2	1.74	2.51	2.63	11.04	9.34	11.04	1.2	9.2	20.5
chr2	132091820	132092320	intragenic_bi_6829	0.011607466	24	1.986970055	6.01	5.87	2.2	3.2	5.21	7.88	9.03	4.26	9.03	2.2	4.104545455	20.5
chr2	155205739	155206239	intergenic_si_12646	0.011607466	24	0.523259018	2.5	3.91	1.6	1.89	3.41	2.63	7.53	6.56	7.53	1.6	4.70625	20.5
chr2	164681089	164681589	intragenic_si_5830	0.011607466	24	9.171174952	34.54	25.83	17.77	18.02	26.75	31.01	36.39	22.79	36.39	17.77	2.047833427	20.5
chr2	164835029	164835529	intragenic_bi_6977	0.002024057	24	2.142533547	4	1.17	0	0.44	3.41	0.79	7.78	3.61	7.78	0.01	778	20.5
chr3	14832688	14833188	intergenic_bi_6516	0.011607466	24	1.732411614	12.51	8.61	11.98	5.09	15.26	13.14	26.1	14.43	26.1	5.09	5.127701375	20.5
chr3	14861731	14862231	intergenic_bi_6518	0.011607466	24	34.70480082	62.07	64.18	68.07	58.13	106.46	113.26	248.43	115.42	248.43	58.13	4.273696886	20.5
chr3	19853856	19854356	intergenic_si_13067	0.011607466	24	0.417193001	2.5	5.48	1.8	1.16	5.57	3.15	7.78	6.07	7.78	1.16	6.706896552	20.5
chr3	19862719	19863219	intragenic_si_5934	0.000244031	24	4.094148263	9.51	9	3.39	3.92	11.67	9.2	16.31	16.23	16.31	3.39	4.81120944	20.5
chr3	82813529	82814029	intragenic_si_6057	0.011607466	24	7.912524881	36.04	37.96	16.77	24.85	48.29	31.01	67.25	63.78	67.25	16.77	4.01013715	20.5
chr3	82814154	82814654	intragenic_si_6058	0.000244031	24	11.29956636	17.52	11.74	7.19	8.72	25.13	18.92	28.61	33.77	33.77	7.19	4.696801113	20.5
chr3	82842763	82843263	intergenic_si_13537	0.011607466	24	1.895046174	9.01	4.7	3.19	5.67	6.46	5.52	10.29	7.38	10.29	3.19	3.225705329	20.5
chr3	83939228	83939728	intragenic_bi_7237	0.002024057	24	16.98470488	53.06	41.09	48.51	65.39	50.45	72.53	80.55	77.71	80.55	41.09	1.960330981	20.5
chr3	87369969	87370469	intergenic_bi_6718	1.77E-05	24	3.952726907	7.01	4.7	4.39	4.21	7.18	11.56	12.3	11.8	12.3	4.21	2.921615202	20.5
chr3	89713448	89713948	intragenic_si_6127	0.000244031	24	1.42128463	3	4.7	1.8	2.62	4.67	4.99	6.52	6.39	6.52	1.8	3.622222222	20.5
chr3	118269533	118270033	intragenic_bi_7535	0.011607466	24	3.019345956	11.01	12.52	10.18	3.05	25.31	14.45	27.1	24.76	27.1	3.05	8.885245902	20.5
chr3	134951330	134951830	intragenic_si_6320	0.002024057	24	0.381837662	3	2.74	2	3.78	2.87	3.15	5.02	3.93	5.02	2	2.51	20.5
chr4	32656875	32657375	intragenic_bi_7726	0.002024057	24	4.780041841	25.03	19.96	10.78	12.5	25.13	12.88	27.85	26.72	27.85	10.78	2.583487941	20.5
chr4	43393123	43393623	intergenic_si_14565	0.000244031	24	10.88944443	18.02	17.22	7.79	9.01	26.03	25.75	32.62	33.61	33.61	7.79	4.314505777	20.5
chr4	43396514	43397014	intragenic_si_6492	0.011607466	24	2.983990617	8.51	10.96	8.78	9.45	18.13	13.67	21.83	18.2	21.83	8.51	2.565217391	20.5
chr4	45981883	45982383	intragenic_bi_7841	0.002024057	24	4.9426764	26.03	20.35	10.98	19.04	21.54	16.29	38.14	27.71	38.14	10.98	3.473588342	20.5
chr4	49502298	49502798	intragenic_bi_7866	0.000244031	24	4.659833688	8.51	6.65	4.99	3.49	9.87	9.72	27.1	15.41	27.1	3.49	7.76504298	20.5
chr4	53399190	53399690	intergenic_bi_7242	1.77E-05	24	2.397091988	3	1.17	1	0.58	1.97	7.36	13.55	6.23	13.55	0.58	23.36206897	20.5
chr4	53426831	53427331	intergenic_si_14698	5.97E-07	24	1.449568901	3	1.96	0	0.58	2.33	3.94	10.29	3.44	10.29	0.01	1029	20.5
chr4	55258572	55259072	intergenic_bi_7247	1.77E-05	24	13.1804704	28.03	9.39	3.39	3.92	13.47	20.23	37.64	21.15	37.64	3.39	11.10324484	20.5
chr4	82041623	82042123	intragenic_bi_7946	0.011607466	24	3.719381669	11.51	5.87	1.6	2.62	7.72	7.88	12.55	4.75	12.55	1.6	7.84375	20.5
chr4	132556087	132556587	intragenic_si_6934	0.002024057	24	1.018233765	22.03	42.65	19.56	21.22	42.01	42.57	51.19	43.45	51.19	19.56	2.617075665	20.5
chr4	132563856	132564356	intergenic_bi_7574	0.011607466	24	6.653874811	59.57	84.13	46.71	51.01	80.43	70.43	90.84	89.84	90.84	46.71	1.944765575	20.5
chr4	135564599	135565099	intragenic_si_6987	0.011607466	24	0.855599205	2.5	2.74	2	2.03	1.97	4.73	5.02	2.79	5.02	1.97	2.54822335	20.5
chr4	140918941	140919441	intergenic_si_15647	1.77E-05	24	2.764787514	6.01	3.13	3.19	3.49	4.31	7.1	12.3	8.85	12.3	3.13	3.92971246	20.5
chr4	141117127	141117627	intergenic_si_15656	0.011607466	24	4.624478349	17.02	12.91	8.98	10.61	18.49	19.45	15.31	20.49	20.49	8.98	2.281737194	20.5
chr4	141281580	141282080	intergenic_bi_7728	0.011607466	24	5.78413347	45.55	44.61	24.15	30.23	46.32	29.96	54.2	52.79	54.2	24.15	2.244306418	20.5
chr4	144562882	144563382	intragenic_si_7087	0.000244031	24	29.05501764	53.56	22.7	3.99	5.81	28.19	18.92	99.88	83.78	99.88	3.99	25.03258145	20.5
chr4	149363284	149363784	intragenic_si_7105	0.024890262	24	0.148492424	15.02	14.87	7.98	9.74	15.08	9.2	19.57	15.08	19.57	7.98	2.452380952	20.5
chr5	28359172	28359672	intergenic_bi_7933	5.97E-07	24	105.839743	238.27	136.57	99.81	93.73	157.27	253.59	306.9	286.25	306.9	93.73	3.274298517	20.5
chr5	28363637	28364137	intergenic_bi_7934	1.77E-05	24	103.7891333	249.29	143.61	99.41	85.45	172.71	290.39	325.98	272.15	325.98	85.45	3.814862493	20.5
chr5	28364495	28364995	intergenic_bi_7935	1.77E-05	24	121.5445846	254.79	129.53	105.8	105.65	189.95	301.42	343.79	285.43	343.79	105.65	3.25404638	20.5
chr5	28381038	28381538	intergenic_bi_7936	5.97E-07	24	59.42525389	260.3	228.53	147.72	207.66	214.9	291.7	344.55	315.6	344.55	147.72	2.33245329	20.5
chr5	34066739	34067239	intragenic_si_7225	0.011607466	24	2.177888886	9.51	11.74	3.59	7.12	4.49	10.77	12.05	11.31	12.05	3.59	3.356545961	20.5
chr5	53379996	53380496	intragenic_si_7276	0.011607466	24	2.305168107	4	1.17	1	2.18	1.26	5.78	3.51	7.05	7.05	1	7.05	20.5
chr5	65823916	65824416	intragenic_si_7305	0.002024057	24	8.654987002	18.52	16.44	5.39	6.98	8.26	20.5	23.59	12.13	23.59	5.39	4.376623377	20.5
chr5	65997666	65998166	intergenic_bi_8066	0.011607466	24	5.932625894	38.54	41.09	35.93	39.96	54.94	48.35	68.26	69.51	69.51	35.93	1.934595046	20.5
chr5	65998088	65998588	intergenic_bi_8067	0.002024057	24	7.247844507	38.54	45.39	36.53	33.57	52.42	46.78	68.26	65.58	68.26	33.57	2.033363122	20.5
chr5	66505418	66505918	intragenic_si_7323	0.002024057	24	16.27052704	32.54	13.3	12.98	12.64	27.65	37.58	39.9	21.64	39.9	12.64	3.15664557	20.5
chr5	74518160	74518660	intergenic_bi_8095	0.002024057	24	2.199102089	8.01	3.52	2	2.18	3.77	3.42	9.28	7.71	9.28	2	4.64	20.5
chr5	77561685	77562185	intergenic_bi_8115	0.002024057	24	5.501290758	13.52	8.61	8.38	11.33	7.72	13.93	16.81	16.39	16.81	7.72	2.17746114	20.5
chr5	89890765	89891265	intergenic_bi_8169	0.000244031	24	3.719381669	20.52	15.26	11.38	12.5	16.88	16.29	26.35	17.71	26.35	11.38	2.315465729	20.5
chr5	90991553	90992053	intergenic_si_16495	0.000244031	24	1.697056275	4.51	4.7	2.6	4.21	4.49	6.83	8.03	6.72	8.03	2.6	3.088461538	20.5
chr5	92922233	92922733	intragenic_si_7407	0.002024057	24	2.206173157	7.01	4.7	2.4	4.5	3.59	7.62	8.03	6.89	8.03	2.4	3.345833333	20.5
chr5	112706790	112707290	intragenic_si_7464	0.002024057	24	0.395979797	2.5	3.91	1.8	2.33	6.46	2.89	13.05	10.49	13.05	1.8	7.25	20.5
chr5	124475781	124476281	intragenic_bi_8930	0.000244031	24	1.286934342	5.01	2.74	2.6	2.62	3.41	3.94	5.77	3.77	5.77	2.6	2.219230769	20.5
chr5	140580747	140581247	intragenic_bi_9076	0.011607466	24	1.414213562	2.5	4.7	1.2	2.47	7.72	4.47	14.55	25.41	25.41	1.2	21.175	20.5
chr5	143670909	143671409	intergenic_bi_8602	1.77E-05	24	5.579072504	28.53	21.13	16.97	20.64	24.06	23.39	29.61	29.02	29.61	16.97	1.744843842	20.5
chr5	143671075	143671575	intergenic_bi_8603	1.77E-05	24	4.716402231	28.03	22.31	17.77	21.36	24.78	23.65	30.87	30	30.87	17.77	1.737197524	20.5
chr5	143692915	143693415	intergenic_bi_8604	0.000244031	24	1.322289681	4.51	2.74	2	3.49	3.59	6.57	4.52	6.72	6.72	2	3.36	20.5
chr5	146714823	146715323	intergenic_si_17256	0.011607466	24	0.579827561	2.5	3.13	2.6	0.73	5.03	3.42	7.53	6.23	7.53	0.73	10.31506849	20.5
chr6	5139446	5139946	intragenic_si_7762	1.77E-05	24	12.73499313	22.53	20.35	11.78	13.66	35.37	31.27	45.92	38.36	45.92	11.78	3.898132428	20.5
chr6	29490882	29491382	intragenic_bi_9226	0.000244031	24	5.239661249	31.54	17.61	22.16	29.64	30.88	31.01	38.65	37.05	38.65	17.61	2.194775696	20.5
chr6	30162059	30162559	intragenic_bi_9228	0.002024057	24	0.438406204	1.5	1.17	0.6	1.02	3.95	1.31	6.27	2.62	6.27	0.6	10.45	20.5
chr6	71095639	71096139	intergenic_si_17816	0.002024057	24	1.385929291	6.51	1.96	6.39	3.34	6.28	6.83	9.79	8.03	9.79	1.96	4.994897959	20.5
chr6	71396568	71397068	intergenic_si_17827	0.011607466	24	1.958685784	5.51	2.74	2.79	0.73	4.85	5.52	8.53	3.11	8.53	0.73	11.68493151	20.5
chr6	87798575	87799075	intragenic_si_8003	0.002024057	24	10.43689609	17.02	6.26	6.19	5.09	15.98	21.02	26.1	15.74	26.1	5.09	5.127701375	20.5
chr6	87816186	87816686	intergenic_si_18014	5.97E-07	24	6.335676759	9.01	2.35	0.2	0.58	4.49	8.15	26.1	11.31	26.1	0.2	130.5	20.5
chr6	87822953	87823453	intergenic_bi_8950	0.000244031	24	4.009295449	9.01	1.17	1	3.34	4.85	7.88	12.8	8.2	12.8	1	12.8	20.5
chr6	108052397	108052897	intergenic_bi_9038	1.77E-05	24	3.196122651	10.01	7.04	4.99	7.85	8.44	11.56	11.79	12.46	12.46	4.99	2.496993988	20.5
chr6	115623722	115624222	intragenic_si_8123	0.002024057	24	1.265721138	3.5	1.96	3.39	0.58	2.15	3.94	7.03	3.61	7.03	0.58	12.12068966	20.5
chr6	117249005	117249505	intergenic_si_18230	0.011607466	24	6.413458505	25.53	28.57	13.77	17.15	18.49	31.01	38.14	19.18	38.14	13.77	2.769789397	20.5
chr6	119359824	119360324	intragenic_si_8149	1.77E-05	24	0.685893578	4.51	3.52	1.8	3.78	4.31	4.47	7.03	4.75	7.03	1.8	3.905555556	20.5
chr6	124752499	124752999	intergenic_si_18360	0.000244031	24	1.633416665	5.51	1.96	1.4	4.5	3.59	5.26	8.53	5.9	8.53	1.4	6.092857143	20.5
chr6	124752658	124753158	intergenic_si_18361	0.00074116	24	3.436538957	6.01	2.35	2	5.52	4.49	5.52	9.03	7.21	9.03	2	4.515	20.5
chr6	125031786	125032286	intragenic_bi_9703	0.000244031	24	3.698168466	7.51	3.91	2.79	2.18	5.21	9.72	14.05	6.72	14.05	2.18	6.444954128	20.5
chr6	125038101	125038601	intergenic_bi_9135	0.002024057	24	5.939696962	11.51	7.44	2.99	5.52	4.67	14.72	21.08	11.15	21.08	2.99	7.050167224	20.5
chr6	143435442	143435942	intergenic_bi_9219	0.011607466	24	1.216223664	4.51	1.96	2.79	2.91	3.95	2.89	6.27	4.59	6.27	1.96	3.198979592	20.5
chr6	146581560	146582060	intragenic_si_8313	0.002024057	24	0.975807358	3.5	1.17	2.99	1.16	2.87	3.94	5.27	3.93	5.27	1.16	4.543103448	20.5
chr7	4577014	4577514	intergenic_si_18685	0.002024057	24	12.38143974	60.57	67.7	59.49	55.22	84.74	77	97.37	87.22	97.37	55.22	1.763310395	20.5
chr7	20264853	20265353	intragenic_si_8433	0.000244031	24	9.807571055	13.52	9.78	10.98	5.67	20.65	23.65	26.35	24.76	26.35	5.67	4.647266314	20.5
chr7	20279605	20280105	intragenic_si_8438	0.000244031	24	3.839589822	19.52	14.09	8.78	16.86	16.16	17.08	23.34	20.49	23.34	8.78	2.658314351	20.5
chr7	26680123	26680623	intergenic_si_18915	0.011607466	24	1.251579003	1	1.57	0.6	0.15	4.49	2.37	9.28	3.61	9.28	0.15	61.86666667	20.5
chr7	29126381	29126881	intergenic_bi_9434	5.97E-07	24	7.028641405	17.02	12.13	8.58	8.72	12.75	18.66	29.86	30.99	30.99	8.58	3.611888112	20.5
chr7	31842048	31842548	intergenic_bi_9480	0.002024057	24	13.41381564	65.07	80.22	27.55	63.5	52.06	70.17	104.64	82.47	104.64	27.55	3.798185118	20.5
chr7	52244535	52245035	intragenic_bi_10202	0.011607466	24	0.883883476	4	5.48	4.79	3.92	7	6.04	7.53	7.21	7.53	3.92	1.920918367	20.5
chr7	80723425	80723925	intergenic_si_19285	5.97E-07	24	2.319310242	7.51	5.87	2	4.36	5.57	7.62	12.55	8.85	12.55	2	6.275	20.5
chr7	80733983	80734483	intergenic_bi_9613	0.011607466	24	13.08854652	130.65	86.09	56.69	90.82	87.97	88.56	140.28	104.6	140.28	56.69	2.474510496	20.5
chr7	87596028	87596528	intergenic_si_19341	0.000244031	24	0.6151829	2.5	1.96	2	1.74	2.33	2.89	7.03	2.62	7.03	1.74	4.040229885	20.5
chr7	91836501	91837001	intragenic_si_8728	0.000244031	24	1.739482682	12.01	8.61	4.99	7.27	9.16	9.72	13.05	9.18	13.05	4.99	2.615230461	20.5
chr7	105571993	105572493	intergenic_bi_9722	0.011607466	24	14.64418144	23.03	27.39	11.38	27.46	12.93	33.64	49.44	46.89	49.44	11.38	4.344463972	20.5
chr7	118035053	118035553	intragenic_si_8828	0.000244031	24	1.449568901	5.01	7.44	3.79	4.07	4.67	5.78	9.54	9.02	9.54	3.79	2.517150396	20.5
chr7	130563446	130563946	intragenic_bi_10584	0.011607466	24	2.361736649	4.51	1.17	2	0.44	1.26	4.73	9.54	3.61	9.54	0.44	21.68181818	20.5
chr7	130609503	130610003	intragenic_si_8880	3.66E-06	24	1.378858223	2	0.78	0	0	0.9	1.05	6.02	2.95	6.02	0.01	602	20.5
chr7	134888655	134889155	intergenic_bi_9869	0.000244031	24	6.066976183	31.04	35.22	20.16	31.1	35.55	39.68	44.67	42.46	44.67	20.16	2.21577381	20.5
chr7	135175066	135175566	intergenic_bi_9879	1.77E-05	24	7.389265863	23.03	26.22	17.17	18.46	21.18	28.91	35.89	32.3	35.89	17.17	2.090273733	20.5
chr7	139862354	139862854	intragenic_si_8939	0.011607466	24	3.84666089	6.01	6.65	2.4	2.76	1.44	6.31	11.79	8.2	11.79	1.44	8.1875	20.5
chr7	140130748	140131248	intragenic_bi_10706	0.011607466	24	1.753624817	4.51	1.96	1	2.03	3.95	3.42	6.02	3.93	6.02	1	6.02	20.5
chr7	148703438	148703938	intragenic_bi_10783	0.011607466	24	0.466690476	1	1.96	0.2	1.74	1.44	2.1	5.02	2.95	5.02	0.2	25.1	20.5
chr7	151164492	151164992	intergenic_si_19906	0.002024057	24	3.754737008	10.01	4.7	3.99	4.21	8.26	8.41	11.04	6.07	11.04	3.99	2.766917293	20.5
chr7	151164920	151165420	intergenic_si_19907	0.011607466	24	3.478965363	10.01	5.09	5.59	3.92	7.9	12.09	14.3	6.89	14.3	3.92	3.647959184	20.5
chr8	25538965	25539465	intergenic_si_20075	1.77E-05	24	2.078893937	5.51	5.09	2.4	4.21	7.18	7.36	8.03	10.66	10.66	2.4	4.441666667	20.5
chr8	26138103	26138603	intragenic_bi_10895	1.77E-05	24	3.832518754	24.03	14.48	11.78	13.81	14.72	16.29	26.6	23.44	26.6	11.78	2.258064516	20.5
chr8	36258264	36258764	intergenic_si_20178	0.000244031	24	2.16374675	3	3.52	2.2	2.03	3.77	8.67	13.05	12.46	13.05	2.03	6.428571429	20.5
chr8	36269019	36269519	intergenic_bi_10090	0.000244031	24	41.67687368	56.56	28.96	16.77	26.74	65.71	58.08	128.73	133.78	133.78	16.77	7.977340489	20.5
chr8	36270428	36270928	intergenic_si_20180	1.77E-05	24	26.38922507	28.53	18.39	3.59	4.36	32.14	31.54	147.56	85.25	147.56	3.59	41.10306407	20.5
chr8	36445011	36445511	intragenic_si_9083	1.77E-05	24	3.245620126	4	2.74	0.8	0.73	4.13	4.99	10.04	8.36	10.04	0.73	13.75342466	20.5
chr8	64067121	64067621	intragenic_si_9173	0.011607466	24	0.876812409	20.02	27	16.97	20.05	34.65	21.29	45.17	35.58	45.17	16.97	2.66175604	20.5
chr8	72653274	72653774	intragenic_bi_11033	1.77E-05	24	4.511341264	10.01	3.52	0.8	2.47	4.31	6.57	10.29	8.85	10.29	0.8	12.8625	20.5
chr8	72653430	72653930	intragenic_bi_11034	1.77E-05	24	4.603265146	10.01	3.91	0.8	2.18	4.49	6.57	10.54	8.69	10.54	0.8	13.175	20.5
chr8	86727882	86728382	intergenic_si_20578	0.002024057	24	1.032375901	4	5.48	2.99	3.78	3.23	4.47	7.03	6.39	7.03	2.99	2.351170569	20.5
chr8	87193802	87194302	intragenic_bi_11140	0.011607466	24	0.954594155	21.02	28.96	17.77	21.51	29.44	22.86	38.14	32.13	38.14	17.77	2.146314012	20.5
chr8	87556497	87556997	intergenic_si_20593	5.97E-07	24	5.409366876	15.52	10.17	9.58	9.74	13.47	16.03	17.82	24.59	24.59	9.58	2.566805846	20.5
chr8	95801891	95802391	intragenic_si_9315	0.011607466	24	1.428355698	8.01	3.52	5.99	7.7	7.54	7.62	13.8	12.3	13.8	3.52	3.920454545	20.5
chr8	97668078	97668578	intergenic_bi_10417	0.000244031	24	12.66428245	52.06	37.57	30.14	34.15	46.14	34.43	63.99	60.5	63.99	30.14	2.123092236	20.5
chr8	109666407	109666907	intergenic_bi_10467	1.77E-05	24	2.128391411	6.51	5.09	2.79	3.92	4.67	8.15	14.81	6.72	14.81	2.79	5.308243728	20.5
chr8	122871897	122872397	intergenic_si_20990	0.002024057	24	0.664680374	5.01	4.3	2.99	4.07	4.31	3.68	9.03	6.56	9.03	2.99	3.02006689	20.5
chr8	123010761	123011261	intergenic_bi_10587	0.011607466	24	6.597306268	20.52	14.09	15.37	13.22	20.47	24.7	26.6	19.18	26.6	13.22	2.012102874	20.5
chr9	20544783	20545283	intergenic_si_21257	1.77E-05	24	2.114249276	6.51	3.52	1.4	2.33	4.67	4.99	10.54	5.41	10.54	1.4	7.528571429	20.5
chr9	43562121	43562621	intragenic_si_9620	0.011607466	24	5.154808435	30.03	46.18	19.36	28.19	32.5	35.48	54.96	42.13	54.96	19.36	2.838842975	20.5
chr9	43629906	43630406	intergenic_si_21458	0.000244031	24	3.379970414	5.51	2.35	0.6	0.73	2.15	6.83	10.29	4.92	10.29	0.6	17.15	20.5
chr9	43631621	43632121	intergenic_si_21459	0.002024057	24	2.057680733	4.51	4.3	2	1.89	7.54	5.52	10.54	7.21	10.54	1.89	5.576719577	20.5
chr9	43633214	43633714	intergenic_bi_10839	5.97E-07	24	7.092281015	9.01	3.91	1.4	1.89	4.31	22.6	23.59	15.41	23.59	1.4	16.85	20.5
chr9	43634919	43635419	intergenic_si_21460	5.97E-07	24	7.162991693	10.01	4.3	1	2.76	7.18	14.72	15.31	11.64	15.31	1	15.31	20.5
chr9	46078551	46079051	intragenic_si_9661	0.011607466	24	0.424264069	12.01	9.78	11.98	12.06	11.49	12.09	15.06	14.26	15.06	9.78	1.539877301	20.5
chr9	66032380	66032880	intragenic_si_9789	1.77E-05	24	2.602152955	10.51	9.39	5.99	8.57	11.13	12.09	14.81	18.2	18.2	5.99	3.038397329	20.5
chr9	66473753	66474253	intergenic_si_21766	0.011607466	24	1.011162697	3	1.57	1.6	0.73	2.15	3.42	8.03	1.64	8.03	0.73	11	20.5
chr9	66888468	66888968	intragenic_bi_11807	0.000244031	24	1.322289681	6.01	3.13	3.19	1.89	5.21	6.31	6.78	6.23	6.78	1.89	3.587301587	20.5
chr9	74778248	74778748	intergenic_si_21865	1.77E-05	24	2.814284989	8.01	5.48	4.99	7.41	7.54	9.46	10.79	12.13	12.13	4.99	2.430861723	20.5
chr9	77878524	77879024	intergenic_bi_11100	5.97E-07	24	8.824692629	9.51	3.91	0.8	0.87	9.87	12.09	17.82	16.39	17.82	0.8	22.275	20.5
chrX	48373096	48373596	intergenic_si_22532	0.011607466	24	0.997020561	3	1.96	2.79	3.49	2.87	4.2	4.52	5.74	5.74	1.96	2.928571429	20.5
chrX	72373868	72374368	intragenic_si_10166	0.002024057	24	0.791959595	2.5	1.57	1	2.47	1.62	1.84	5.77	2.79	5.77	1	5.77	20.5
chrX	137044237	137044737	intergenic_si_22761	0.011607466	24	1.470782105	0.5	2.35	1.2	1.6	5.39	3.68	7.53	6.72	7.53	0.5	15.06	20.5
chr1	59445138	59445638	intergenic_si_344	0.011607466	24	14.44619154	33.04	22.31	15.57	17	7.72	37.58	34.13	38.2	38.2	7.72	4.948186528	21.25
chr1	133869583	133870083	intragenic_si_358	1.77E-05	24	4.716402231	14.02	10.57	5.39	8.28	11.85	13.67	17.82	20.49	20.49	5.39	3.80148423	21.25
chr1	173082083	173082583	intragenic_si_508	0.002024057	24	3.097127702	5.51	3.13	2.4	2.47	7.72	4.47	9.03	9.34	9.34	2.4	3.891666667	21.25
chr1	182158378	182158878	intragenic_si_547	0.002024057	24	5.098239892	5.51	2.74	1.6	0.73	7.18	6.04	10.54	16.07	16.07	0.73	22.01369863	21.25
chr10	60601870	60602370	intragenic_si_768	0.011607466	24	3.641599923	9.51	5.87	2.6	4.36	8.8	3.68	10.54	23.44	23.44	2.6	9.015384615	21.25
chr10	79147102	79147602	intragenic_si_888	0.011607466	24	4.398204179	13.01	7.83	7.59	8.86	6.64	13.4	14.05	16.89	16.89	6.64	2.543674699	21.25
chr10	79164093	79164593	intergenic_bi_917	0.002024057	24	3.401183618	8.51	5.48	2	3.34	8.62	6.57	10.29	14.59	14.59	2	7.295	21.25
chr10	116848074	116848574	intergenic_si_2587	0.011607466	24	1.598061325	4	4.3	2.99	3.63	3.05	6.04	5.52	8.69	8.69	2.99	2.906354515	21.25
chr10	126596820	126597320	intergenic_si_2732	0.002024057	24	4.688117959	19.52	22.7	19.16	18.89	25.31	26.28	28.36	28.69	28.69	18.89	1.518793012	21.25
chr11	57786347	57786847	intergenic_si_3300	0.000244031	24	2.128391411	3	3.91	0.2	0.87	1.26	4.2	4.27	7.87	7.87	0.2	39.35	21.25
